Hourly measurement data supplied by UK-air on 28/02/2021
All Data GMT hour ending. "No data" is used to indicate missing data for that time.
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Rochester Stoke",,,,,
Date Time,Hour of Day,Day of Week,PM10 particulate matter (Hourly measured),Status PM10,PM2.5 particulate matter (Hourly measured),Status PM2.5,Nitrogen dioxide,Status NO2
2019-02-10 06:00:00,6,6,4.125,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),3.30318,V ugm-3
2019-02-10 07:00:00,7,6,3.55,V ugm-3 (FIDAS),2.807,V ugm-3 (Ref.eq),5.52139,V ugm-3
2019-02-10 08:00:00,8,6,2.45,V ugm-3 (FIDAS),1.958,V ugm-3 (Ref.eq),7.00099,V ugm-3
2019-02-10 09:00:00,9,6,2.65,V ugm-3 (FIDAS),2.123,V ugm-3 (Ref.eq),5.63541,V ugm-3
2019-02-10 10:00:00,10,6,1.3,V ugm-3 (FIDAS),0.991,V ugm-3 (Ref.eq),4.66902,V ugm-3
2019-02-10 11:00:00,11,6,1.625,V ugm-3 (FIDAS),1.226,V ugm-3 (Ref.eq),7.74188,V ugm-3
2019-02-10 12:00:00,12,6,0.7,V ugm-3 (FIDAS),0.425,V ugm-3 (Ref.eq),5.41041,V ugm-3
2019-02-10 13:00:00,13,6,0.575,V ugm-3 (FIDAS),0.377,V ugm-3 (Ref.eq),5.1265,V ugm-3
2019-02-10 14:00:00,14,6,0.85,V ugm-3 (FIDAS),0.684,V ugm-3 (Ref.eq),6.77663,V ugm-3
2019-02-10 15:00:00,15,6,2.4,V ugm-3 (FIDAS),1.958,V ugm-3 (Ref.eq),8.48212,V ugm-3
2019-02-10 16:00:00,16,6,3.95,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),8.99319,V ugm-3
2019-02-10 17:00:00,17,6,2.775,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),6.09162,V ugm-3
2019-02-10 18:00:00,18,6,3.475,V ugm-3 (FIDAS),2.241,V ugm-3 (Ref.eq),8.93465,V ugm-3
2019-02-10 19:00:00,19,6,4.85,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),21.05211,V ugm-3
2019-02-10 20:00:00,20,6,4.625,V ugm-3 (FIDAS),2.948,V ugm-3 (Ref.eq),14.68014,V ugm-3
2019-02-10 21:00:00,21,6,4.9,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),14.22545,V ugm-3
2019-02-10 22:00:00,22,6,5.75,V ugm-3 (FIDAS),3.726,V ugm-3 (Ref.eq),20.14108,V ugm-3
2019-02-10 23:00:00,23,6,5.65,V ugm-3 (FIDAS),3.844,V ugm-3 (Ref.eq),10.86996,V ugm-3
2019-02-11 00:00:00,0,0,6.55,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),7.79685,V ugm-3
2019-02-11 01:00:00,1,0,7.45,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),4.78287,V ugm-3
2019-02-11 02:00:00,2,0,8.425,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),2.96186,V ugm-3
2019-02-11 03:00:00,3,0,8.1,V ugm-3 (FIDAS),4.599,V ugm-3 (Ref.eq),3.36088,V ugm-3
2019-02-11 04:00:00,4,0,6.525,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq),1.29333,V ugm-3
2019-02-11 05:00:00,5,0,6.4,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq),9.44961,V ugm-3
2019-02-11 06:00:00,6,0,7.575,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),20.31854,V ugm-3
2019-02-11 07:00:00,7,0,7.675,V ugm-3 (FIDAS),5.142,V ugm-3 (Ref.eq),26.63388,V ugm-3
2019-02-11 08:00:00,8,0,7.375,V ugm-3 (FIDAS),5.307,V ugm-3 (Ref.eq),30.56289,V ugm-3
2019-02-11 09:00:00,9,0,7.6,V ugm-3 (FIDAS),5.802,V ugm-3 (Ref.eq),34.39076,V ugm-3
2019-02-11 10:00:00,10,0,9.8,V ugm-3 (FIDAS),7.783,V ugm-3 (Ref.eq),29.39606,V ugm-3
2019-02-11 11:00:00,11,0,8.575,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),17.20905,V ugm-3
2019-02-11 12:00:00,12,0,6.125,V ugm-3 (FIDAS),4.835,V ugm-3 (Ref.eq),7.69376,V ugm-3
2019-02-11 13:00:00,13,0,5.875,V ugm-3 (FIDAS),4.175,V ugm-3 (Ref.eq),6.09773,V ugm-3
2019-02-11 14:00:00,14,0,4.6,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),4.10361,V ugm-3
2019-02-11 15:00:00,15,0,6.45,V ugm-3 (FIDAS),4.859,V ugm-3 (Ref.eq),5.81077,V ugm-3
2019-02-11 16:00:00,16,0,5.2,V ugm-3 (FIDAS),3.797,V ugm-3 (Ref.eq),9.16565,V ugm-3
2019-02-11 17:00:00,17,0,5.875,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),16.33574,V ugm-3
2019-02-11 18:00:00,18,0,7.2,V ugm-3 (FIDAS),5.024,V ugm-3 (Ref.eq),23.78889,V ugm-3
2019-02-11 19:00:00,19,0,9.725,V ugm-3 (FIDAS),7.335,V ugm-3 (Ref.eq),31.13169,V ugm-3
2019-02-11 20:00:00,20,0,18.225,V ugm-3 (FIDAS),15.071,V ugm-3 (Ref.eq),31.19114,V ugm-3
2019-02-11 21:00:00,21,0,13.75,V ugm-3 (FIDAS),10.873,V ugm-3 (Ref.eq),33.74795,V ugm-3
2019-02-11 22:00:00,22,0,13.45,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),45.81627,V ugm-3
2019-02-11 23:00:00,23,0,12.2,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),43.93606,V ugm-3
2019-02-12 00:00:00,0,1,12.625,V ugm-3 (FIDAS),10.212,V ugm-3 (Ref.eq),30.44709,V ugm-3
2019-02-12 01:00:00,1,1,12.225,V ugm-3 (FIDAS),10.283,V ugm-3 (Ref.eq),26.79431,V ugm-3
2019-02-12 02:00:00,2,1,13.75,V ugm-3 (FIDAS),11.439,V ugm-3 (Ref.eq),37.57237,V ugm-3
2019-02-12 03:00:00,3,1,13.225,V ugm-3 (FIDAS),11.038,V ugm-3 (Ref.eq),31.48123,V ugm-3
2019-02-12 04:00:00,4,1,14.45,V ugm-3 (FIDAS),11.981,V ugm-3 (Ref.eq),35.58159,V ugm-3
2019-02-12 05:00:00,5,1,12.9,V ugm-3 (FIDAS),11.109,V ugm-3 (Ref.eq),29.94391,V ugm-3
2019-02-12 06:00:00,6,1,13.425,V ugm-3 (FIDAS),11.627,V ugm-3 (Ref.eq),28.69261,V ugm-3
2019-02-12 07:00:00,7,1,12.9,V ugm-3 (FIDAS),11.132,V ugm-3 (Ref.eq),30.57127,V ugm-3
2019-02-12 08:00:00,8,1,12.525,V ugm-3 (FIDAS),10.307,V ugm-3 (Ref.eq),38.49557,V ugm-3
2019-02-12 09:00:00,9,1,15.3,V ugm-3 (FIDAS),10.943,V ugm-3 (Ref.eq),40.18708,V ugm-3
2019-02-12 10:00:00,10,1,12.875,V ugm-3 (FIDAS),9.859,V ugm-3 (Ref.eq),31.23136,V ugm-3
2019-02-12 11:00:00,11,1,13.275,V ugm-3 (FIDAS),9.67,V ugm-3 (Ref.eq),27.5819,V ugm-3
2019-02-12 12:00:00,12,1,9.5,V ugm-3 (FIDAS),6.91,V ugm-3 (Ref.eq),14.81328,V ugm-3
2019-02-12 13:00:00,13,1,8.95,V ugm-3 (FIDAS),6.061,V ugm-3 (Ref.eq),11.10679,V ugm-3
2019-02-12 14:00:00,14,1,7.675,V ugm-3 (FIDAS),5.519,V ugm-3 (Ref.eq),6.38127,V ugm-3
2019-02-12 15:00:00,15,1,8.55,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq),6.72279,V ugm-3
2019-02-12 16:00:00,16,1,9.65,V ugm-3 (FIDAS),6.25,V ugm-3 (Ref.eq),9.227,V ugm-3
2019-02-12 17:00:00,17,1,11.6,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),17.36584,V ugm-3
2019-02-12 18:00:00,18,1,15,V ugm-3 (FIDAS),10.024,V ugm-3 (Ref.eq),32.96106,V ugm-3
2019-02-12 19:00:00,19,1,17.425,V ugm-3 (FIDAS),12.594,V ugm-3 (Ref.eq),29.37489,V ugm-3
2019-02-12 20:00:00,20,1,17.475,V ugm-3 (FIDAS),12.594,V ugm-3 (Ref.eq),31.59536,V ugm-3
2019-02-12 21:00:00,21,1,17.475,V ugm-3 (FIDAS),12.689,V ugm-3 (Ref.eq),30.22927,V ugm-3
2019-02-12 22:00:00,22,1,18.025,V ugm-3 (FIDAS),13.538,V ugm-3 (Ref.eq),25.67545,V ugm-3
2019-02-12 23:00:00,23,1,15.625,V ugm-3 (FIDAS),11.91,V ugm-3 (Ref.eq),16.28293,V ugm-3
2019-02-13 00:00:00,0,2,13.375,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),11.9567,V ugm-3
2019-02-13 01:00:00,1,2,12.95,V ugm-3 (FIDAS),9.67,V ugm-3 (Ref.eq),9.11305,V ugm-3
2019-02-13 02:00:00,2,2,12.775,V ugm-3 (FIDAS),10.118,V ugm-3 (Ref.eq),4.63398,V ugm-3
2019-02-13 03:00:00,3,2,13.75,V ugm-3 (FIDAS),10.896,V ugm-3 (Ref.eq),5.298,V ugm-3
2019-02-13 04:00:00,4,2,14.25,V ugm-3 (FIDAS),10.896,V ugm-3 (Ref.eq),7.00521,V ugm-3
2019-02-13 05:00:00,5,2,14.125,V ugm-3 (FIDAS),10.59,V ugm-3 (Ref.eq),7.34716,V ugm-3
2019-02-13 06:00:00,6,2,15.05,V ugm-3 (FIDAS),12.241,V ugm-3 (Ref.eq),10.48038,V ugm-3
2019-02-13 07:00:00,7,2,16.675,V ugm-3 (FIDAS),13.726,V ugm-3 (Ref.eq),13.38394,V ugm-3
2019-02-13 08:00:00,8,2,15.275,V ugm-3 (FIDAS),12.712,V ugm-3 (Ref.eq),15.88964,V ugm-3
2019-02-13 09:00:00,9,2,17.725,V ugm-3 (FIDAS),14.387,V ugm-3 (Ref.eq),20.3916,V ugm-3
2019-02-13 10:00:00,10,2,19.675,V ugm-3 (FIDAS),16.014,V ugm-3 (Ref.eq),15.60803,V ugm-3
2019-02-13 11:00:00,11,2,21.675,V ugm-3 (FIDAS),16.226,V ugm-3 (Ref.eq),14.64087,V ugm-3
2019-02-13 12:00:00,12,2,22.55,V ugm-3 (FIDAS),17.005,V ugm-3 (Ref.eq),12.022,V ugm-3
2019-02-13 13:00:00,13,2,22.025,V ugm-3 (FIDAS),16.344,V ugm-3 (Ref.eq),9.7435,V ugm-3
2019-02-13 14:00:00,14,2,20.85,V ugm-3 (FIDAS),14.764,V ugm-3 (Ref.eq),8.94485,V ugm-3
2019-02-13 15:00:00,15,2,18.6,V ugm-3 (FIDAS),12.736,V ugm-3 (Ref.eq),7.23629,V ugm-3
2019-02-13 16:00:00,16,2,14.825,V ugm-3 (FIDAS),10.472,V ugm-3 (Ref.eq),8.71591,V ugm-3
2019-02-13 17:00:00,17,2,14.025,V ugm-3 (FIDAS),9.976,V ugm-3 (Ref.eq),10.42296,V ugm-3
2019-02-13 18:00:00,18,2,16.15,V ugm-3 (FIDAS),11.863,V ugm-3 (Ref.eq),13.89599,V ugm-3
2019-02-13 19:00:00,19,2,18.025,V ugm-3 (FIDAS),13.962,V ugm-3 (Ref.eq),21.01373,V ugm-3
2019-02-13 20:00:00,20,2,18.05,V ugm-3 (FIDAS),14.198,V ugm-3 (Ref.eq),16.68646,V ugm-3
2019-02-13 21:00:00,21,2,15.475,V ugm-3 (FIDAS),12.382,V ugm-3 (Ref.eq),15.0354,V ugm-3
2019-02-13 22:00:00,22,2,17.675,V ugm-3 (FIDAS),14.811,V ugm-3 (Ref.eq),14.97751,V ugm-3
2019-02-13 23:00:00,23,2,18.775,V ugm-3 (FIDAS),16.439,V ugm-3 (Ref.eq),12.07379,V ugm-3
2019-02-14 00:00:00,0,3,20.875,V ugm-3 (FIDAS),18.538,V ugm-3 (Ref.eq),10.53613,V ugm-3
2019-02-14 01:00:00,1,3,24.2,V ugm-3 (FIDAS),21.51,V ugm-3 (Ref.eq),12.07686,V ugm-3
2019-02-14 02:00:00,2,3,24.925,V ugm-3 (FIDAS),21.698,V ugm-3 (Ref.eq),13.36831,V ugm-3
2019-02-14 03:00:00,3,3,26.275,V ugm-3 (FIDAS),23.326,V ugm-3 (Ref.eq),16.12065,V ugm-3
2019-02-14 04:00:00,4,3,27.825,V ugm-3 (FIDAS),24.623,V ugm-3 (Ref.eq),18.17174,V ugm-3
2019-02-14 05:00:00,5,3,28.6,V ugm-3 (FIDAS),25.66,V ugm-3 (Ref.eq),14.24132,V ugm-3
2019-02-14 06:00:00,6,3,27.425,V ugm-3 (FIDAS),24.906,V ugm-3 (Ref.eq),16.91989,V ugm-3
2019-02-14 07:00:00,7,3,24.175,V ugm-3 (FIDAS),22.099,V ugm-3 (Ref.eq),26.95232,V ugm-3
2019-02-14 08:00:00,8,3,18.925,V ugm-3 (FIDAS),17.618,V ugm-3 (Ref.eq),24.21806,V ugm-3
2019-02-14 09:00:00,9,3,22.875,V ugm-3 (FIDAS),18.726,V ugm-3 (Ref.eq),26.92588,V ugm-3
2019-02-14 10:00:00,10,3,27.725,V ugm-3 (FIDAS),22.5,V ugm-3 (Ref.eq),34.11584,V ugm-3
2019-02-14 11:00:00,11,3,29.45,V ugm-3 (FIDAS),23.844,V ugm-3 (Ref.eq),32.10417,V ugm-3
2019-02-14 12:00:00,12,3,30.65,V ugm-3 (FIDAS),25.944,V ugm-3 (Ref.eq),24.29154,V ugm-3
2019-02-14 13:00:00,13,3,29.925,V ugm-3 (FIDAS),25.26,V ugm-3 (Ref.eq),20.1281,V ugm-3
2019-02-14 14:00:00,14,3,22.975,V ugm-3 (FIDAS),17.335,V ugm-3 (Ref.eq),15.73328,V ugm-3
2019-02-14 15:00:00,15,3,21.25,V ugm-3 (FIDAS),17.524,V ugm-3 (Ref.eq),7.52233,V ugm-3
2019-02-14 16:00:00,16,3,24.475,V ugm-3 (FIDAS),19.576,V ugm-3 (Ref.eq),11.28201,V ugm-3
2019-02-14 17:00:00,17,3,26.025,V ugm-3 (FIDAS),20.802,V ugm-3 (Ref.eq),14.18575,V ugm-3
2019-02-14 18:00:00,18,3,27.725,V ugm-3 (FIDAS),23.16,V ugm-3 (Ref.eq),15.15314,V ugm-3
2019-02-14 19:00:00,19,3,29.95,V ugm-3 (FIDAS),25.165,V ugm-3 (Ref.eq),20.67862,V ugm-3
2019-02-14 20:00:00,20,3,62.6,V ugm-3 (FIDAS),44.623,V ugm-3 (Ref.eq),53.15116,V ugm-3
2019-02-14 21:00:00,21,3,47.675,V ugm-3 (FIDAS),38.208,V ugm-3 (Ref.eq),60.84722,V ugm-3
2019-02-14 22:00:00,22,3,31.575,V ugm-3 (FIDAS),26.156,V ugm-3 (Ref.eq),41.98155,V ugm-3
2019-02-14 23:00:00,23,3,33.875,V ugm-3 (FIDAS),28.939,V ugm-3 (Ref.eq),35.60051,V ugm-3
2019-02-15 00:00:00,0,4,32.825,V ugm-3 (FIDAS),27.359,V ugm-3 (Ref.eq),34.29188,V ugm-3
2019-02-15 01:00:00,1,4,34.975,V ugm-3 (FIDAS),29.34,V ugm-3 (Ref.eq),36.08718,V ugm-3
2019-02-15 02:00:00,2,4,39.075,V ugm-3 (FIDAS),30.307,V ugm-3 (Ref.eq),28.56616,V ugm-3
2019-02-15 03:00:00,3,4,34.125,V ugm-3 (FIDAS),28.585,V ugm-3 (Ref.eq),26.38187,V ugm-3
2019-02-15 04:00:00,4,4,33.5,V ugm-3 (FIDAS),27.712,V ugm-3 (Ref.eq),23.98918,V ugm-3
2019-02-15 05:00:00,5,4,32.3,V ugm-3 (FIDAS),27.854,V ugm-3 (Ref.eq),18.63286,V ugm-3
2019-02-15 06:00:00,6,4,36.075,V ugm-3 (FIDAS),31.368,V ugm-3 (Ref.eq),23.99065,V ugm-3
2019-02-15 07:00:00,7,4,30.7,V ugm-3 (FIDAS),27.877,V ugm-3 (Ref.eq),28.72578,V ugm-3
2019-02-15 08:00:00,8,4,32.45,V ugm-3 (FIDAS),28.986,V ugm-3 (Ref.eq),34.03687,V ugm-3
2019-02-15 09:00:00,9,4,30.95,V ugm-3 (FIDAS),27.665,V ugm-3 (Ref.eq),25.65895,V ugm-3
2019-02-15 10:00:00,10,4,35.525,V ugm-3 (FIDAS),30.59,V ugm-3 (Ref.eq),23.26925,V ugm-3
2019-02-15 11:00:00,11,4,37.25,V ugm-3 (FIDAS),32.571,V ugm-3 (Ref.eq),20.12578,V ugm-3
2019-02-15 12:00:00,12,4,40.6,V ugm-3 (FIDAS),34.552,V ugm-3 (Ref.eq),27.14335,V ugm-3
2019-02-15 13:00:00,13,4,38.425,V ugm-3 (FIDAS),32.241,V ugm-3 (Ref.eq),29.70569,V ugm-3
2019-02-15 14:00:00,14,4,30.05,V ugm-3 (FIDAS),24.977,V ugm-3 (Ref.eq),17.04238,V ugm-3
2019-02-15 15:00:00,15,4,26.775,V ugm-3 (FIDAS),22.453,V ugm-3 (Ref.eq),15.67288,V ugm-3
2019-02-15 16:00:00,16,4,31.275,V ugm-3 (FIDAS),24.717,V ugm-3 (Ref.eq),20.40228,V ugm-3
2019-02-15 17:00:00,17,4,34.725,V ugm-3 (FIDAS),28.703,V ugm-3 (Ref.eq),23.25025,V ugm-3
2019-02-15 18:00:00,18,4,32.55,V ugm-3 (FIDAS),27.477,V ugm-3 (Ref.eq),23.07767,V ugm-3
2019-02-15 19:00:00,19,4,37.9,V ugm-3 (FIDAS),32.5,V ugm-3 (Ref.eq),30.37007,V ugm-3
2019-02-15 20:00:00,20,4,41.35,V ugm-3 (FIDAS),36.132,V ugm-3 (Ref.eq),35.10046,V ugm-3
2019-02-15 21:00:00,21,4,40.3,V ugm-3 (FIDAS),35.59,V ugm-3 (Ref.eq),25.24241,V ugm-3
2019-02-15 22:00:00,22,4,39.575,V ugm-3 (FIDAS),35.236,V ugm-3 (Ref.eq),21.93711,V ugm-3
2019-02-15 23:00:00,23,4,38.1,V ugm-3 (FIDAS),33.561,V ugm-3 (Ref.eq),31.96519,V ugm-3
2019-02-16 00:00:00,0,5,41.075,V ugm-3 (FIDAS),36.51,V ugm-3 (Ref.eq),29.97114,V ugm-3
2019-02-16 01:00:00,1,5,38.3,V ugm-3 (FIDAS),33.514,V ugm-3 (Ref.eq),22.11488,V ugm-3
2019-02-16 02:00:00,2,5,40.375,V ugm-3 (FIDAS),35.307,V ugm-3 (Ref.eq),23.55877,V ugm-3
2019-02-16 03:00:00,3,5,45.825,V ugm-3 (FIDAS),40.896,V ugm-3 (Ref.eq),23.42569,V ugm-3
2019-02-16 04:00:00,4,5,48.75,V ugm-3 (FIDAS),43.656,V ugm-3 (Ref.eq),24.79361,V ugm-3
2019-02-16 05:00:00,5,5,48,V ugm-3 (FIDAS),42.712,V ugm-3 (Ref.eq),19.89204,V ugm-3
2019-02-16 06:00:00,6,5,49.35,V ugm-3 (FIDAS),44.293,V ugm-3 (Ref.eq),23.59687,V ugm-3
2019-02-16 07:00:00,7,5,47.725,V ugm-3 (FIDAS),42.17,V ugm-3 (Ref.eq),30.20889,V ugm-3
2019-02-16 08:00:00,8,5,46.675,V ugm-3 (FIDAS),40.92,V ugm-3 (Ref.eq),36.53802,V ugm-3
2019-02-16 09:00:00,9,5,42,V ugm-3 (FIDAS),35.165,V ugm-3 (Ref.eq),29.24455,V ugm-3
2019-02-16 10:00:00,10,5,23.375,V ugm-3 (FIDAS),20.66,V ugm-3 (Ref.eq),15.39058,V ugm-3
2019-02-16 11:00:00,11,5,21.425,V ugm-3 (FIDAS),19.34,V ugm-3 (Ref.eq),16.98694,V ugm-3
2019-02-16 12:00:00,12,5,27.275,V ugm-3 (FIDAS),24.127,V ugm-3 (Ref.eq),15.6763,V ugm-3
2019-02-16 13:00:00,13,5,37.075,V ugm-3 (FIDAS),30.802,V ugm-3 (Ref.eq),16.70223,V ugm-3
2019-02-16 14:00:00,14,5,39.35,V ugm-3 (FIDAS),30.047,V ugm-3 (Ref.eq),18.75414,V ugm-3
2019-02-16 15:00:00,15,5,38.675,V ugm-3 (FIDAS),27.5,V ugm-3 (Ref.eq),16.6446,V ugm-3
2019-02-16 16:00:00,16,5,29.45,V ugm-3 (FIDAS),19.528,V ugm-3 (Ref.eq),13.05313,V ugm-3
2019-02-16 17:00:00,17,5,27.4,V ugm-3 (FIDAS),18.585,V ugm-3 (Ref.eq),13.10975,V ugm-3
2019-02-16 18:00:00,18,5,30.025,V ugm-3 (FIDAS),20.472,V ugm-3 (Ref.eq),14.64859,V ugm-3
2019-02-16 19:00:00,19,5,36.625,V ugm-3 (FIDAS),25.142,V ugm-3 (Ref.eq),15.16188,V ugm-3
2019-02-16 20:00:00,20,5,50.725,V ugm-3 (FIDAS),38.962,V ugm-3 (Ref.eq),23.99592,V ugm-3
2019-02-16 21:00:00,21,5,37.525,V ugm-3 (FIDAS),27.453,V ugm-3 (Ref.eq),23.93924,V ugm-3
2019-02-16 22:00:00,22,5,38.225,V ugm-3 (FIDAS),31.038,V ugm-3 (Ref.eq),17.95458,V ugm-3
2019-02-16 23:00:00,23,5,40.5,V ugm-3 (FIDAS),33.278,V ugm-3 (Ref.eq),20.46207,V ugm-3
2019-02-17 00:00:00,0,6,32.4,V ugm-3 (FIDAS),27.429,V ugm-3 (Ref.eq),16.30116,V ugm-3
2019-02-17 01:00:00,1,6,19.1,V ugm-3 (FIDAS),17.123,V ugm-3 (Ref.eq),10.03474,V ugm-3
2019-02-17 02:00:00,2,6,13.45,V ugm-3 (FIDAS),12.594,V ugm-3 (Ref.eq),11.17522,V ugm-3
2019-02-17 03:00:00,3,6,22.7,V ugm-3 (FIDAS),20.212,V ugm-3 (Ref.eq),15.73572,V ugm-3
2019-02-17 04:00:00,4,6,35.125,V ugm-3 (FIDAS),31.038,V ugm-3 (Ref.eq),19.72696,V ugm-3
2019-02-17 05:00:00,5,6,35.45,V ugm-3 (FIDAS),32.028,V ugm-3 (Ref.eq),16.99041,V ugm-3
2019-02-17 06:00:00,6,6,36.75,V ugm-3 (FIDAS),32.665,V ugm-3 (Ref.eq),18.52968,V ugm-3
2019-02-17 07:00:00,7,6,32.675,V ugm-3 (FIDAS),28.774,V ugm-3 (Ref.eq),12.31533,V ugm-3
2019-02-17 08:00:00,8,6,27.5,V ugm-3 (FIDAS),23.75,V ugm-3 (Ref.eq),11.00398,V ugm-3
2019-02-17 09:00:00,9,6,24.425,V ugm-3 (FIDAS),20.283,V ugm-3 (Ref.eq),9.92089,V ugm-3
2019-02-17 10:00:00,10,6,22.525,V ugm-3 (FIDAS),19.033,V ugm-3 (Ref.eq),8.38175,V ugm-3
2019-02-17 11:00:00,11,6,21.925,V ugm-3 (FIDAS),17.618,V ugm-3 (Ref.eq),8.03973,V ugm-3
2019-02-17 12:00:00,12,6,22.3,V ugm-3 (FIDAS),17.288,V ugm-3 (Ref.eq),9.35098,V ugm-3
2019-02-17 13:00:00,13,6,21.75,V ugm-3 (FIDAS),16.203,V ugm-3 (Ref.eq),8.83782,V ugm-3
2019-02-17 14:00:00,14,6,22.65,V ugm-3 (FIDAS),15.59,V ugm-3 (Ref.eq),8.78078,V ugm-3
2019-02-17 15:00:00,15,6,30.125,V ugm-3 (FIDAS),17.146,V ugm-3 (Ref.eq),10.43417,V ugm-3
2019-02-17 16:00:00,16,6,30.775,V ugm-3 (FIDAS),17.453,V ugm-3 (Ref.eq),11.00442,V ugm-3
2019-02-17 17:00:00,17,6,28.525,V ugm-3 (FIDAS),17.288,V ugm-3 (Ref.eq),11.57397,V ugm-3
2019-02-17 18:00:00,18,6,30.275,V ugm-3 (FIDAS),18.09,V ugm-3 (Ref.eq),15.736,V ugm-3
2019-02-17 19:00:00,19,6,33.825,V ugm-3 (FIDAS),19.434,V ugm-3 (Ref.eq),16.53415,V ugm-3
2019-02-17 20:00:00,20,6,32.2,V ugm-3 (FIDAS),19.104,V ugm-3 (Ref.eq),13.56946,V ugm-3
2019-02-17 21:00:00,21,6,33.2,V ugm-3 (FIDAS),19.859,V ugm-3 (Ref.eq),12.08734,V ugm-3
2019-02-17 22:00:00,22,6,34.825,V ugm-3 (FIDAS),20.071,V ugm-3 (Ref.eq),10.31963,V ugm-3
2019-02-17 23:00:00,23,6,39.425,V ugm-3 (FIDAS),21.769,V ugm-3 (Ref.eq),11.40305,V ugm-3
2019-02-18 00:00:00,0,0,38.575,V ugm-3 (FIDAS),21.321,V ugm-3 (Ref.eq),10.94708,V ugm-3
2019-02-18 01:00:00,1,0,40.55,V ugm-3 (FIDAS),20.448,V ugm-3 (Ref.eq),12.16657,V ugm-3
2019-02-18 02:00:00,2,0,24.35,V ugm-3 (FIDAS),13.066,V ugm-3 (Ref.eq),7.14785,V ugm-3
2019-02-18 03:00:00,3,0,16.05,V ugm-3 (FIDAS),9.387,V ugm-3 (Ref.eq),5.47494,V ugm-3
2019-02-18 04:00:00,4,0,13.05,V ugm-3 (FIDAS),8.09,V ugm-3 (Ref.eq),7.92727,V ugm-3
2019-02-18 05:00:00,5,0,13,V ugm-3 (FIDAS),7.594,V ugm-3 (Ref.eq),5.87416,V ugm-3
2019-02-18 06:00:00,6,0,12.65,V ugm-3 (FIDAS),7.948,V ugm-3 (Ref.eq),7.87024,V ugm-3
2019-02-18 07:00:00,7,0,17.525,V ugm-3 (FIDAS),10.943,V ugm-3 (Ref.eq),12.77488,V ugm-3
2019-02-18 08:00:00,8,0,22.2,V ugm-3 (FIDAS),16.25,V ugm-3 (Ref.eq),11.46319,V ugm-3
2019-02-18 09:00:00,9,0,23.85,V ugm-3 (FIDAS),17.123,V ugm-3 (Ref.eq),13.11706,V ugm-3
2019-02-18 10:00:00,10,0,22.35,V ugm-3 (FIDAS),16.392,V ugm-3 (Ref.eq),11.46317,V ugm-3
2019-02-18 11:00:00,11,0,22.525,V ugm-3 (FIDAS),15.896,V ugm-3 (Ref.eq),11.06395,V ugm-3
2019-02-18 12:00:00,12,0,24.975,V ugm-3 (FIDAS),16.439,V ugm-3 (Ref.eq),14.20064,V ugm-3
2019-02-18 13:00:00,13,0,21.15,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),13.51628,V ugm-3
2019-02-18 14:00:00,14,0,16.1,V ugm-3 (FIDAS),10.66,V ugm-3 (Ref.eq),13.00301,V ugm-3
2019-02-18 15:00:00,15,0,6.2,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),17.39438,V ugm-3
2019-02-18 16:00:00,16,0,5.3,V ugm-3 (FIDAS),3.75,V ugm-3 (Ref.eq),12.71786,V ugm-3
2019-02-18 17:00:00,17,0,4.8,V ugm-3 (FIDAS),2.995,V ugm-3 (Ref.eq),17.33734,V ugm-3
2019-02-18 18:00:00,18,0,4.45,V ugm-3 (FIDAS),3.231,V ugm-3 (Ref.eq),16.93814,V ugm-3
2019-02-18 19:00:00,19,0,6.175,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),13.06005,V ugm-3
2019-02-18 20:00:00,20,0,7.05,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),12.31864,V ugm-3
2019-02-18 21:00:00,21,0,10.225,V ugm-3 (FIDAS),8.868,V ugm-3 (Ref.eq),12.60379,V ugm-3
2019-02-18 22:00:00,22,0,6.95,V ugm-3 (FIDAS),5.684,V ugm-3 (Ref.eq),12.26161,V ugm-3
