Hourly measurement data supplied by UK-air on 28/02/2021
All Data GMT hour ending. "No data" is used to indicate missing data for that time.
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Rochester Stoke",,,,,
Date Time,Hour of Day,Day of Week,PM10 particulate matter (Hourly measured),Status PM10,PM2.5 particulate matter (Hourly measured),Status PM2.5,Nitrogen dioxide,Status NO2
2018-01-09 03:00:00,3,1,28.1,V ugm-3 (TEOM FDMS),22.5,V ugm-3 (TEOM FDMS),27.57152,V ugm-3
2018-01-09 04:00:00,4,1,27.5,V ugm-3 (TEOM FDMS),22.7,V ugm-3 (TEOM FDMS),28.56648,V ugm-3
2018-01-09 05:00:00,5,1,28.9,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),32.32226,V ugm-3
2018-01-09 06:00:00,6,1,30.7,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),30.94079,V ugm-3
2018-01-09 07:00:00,7,1,31,V ugm-3 (TEOM FDMS),26.4,V ugm-3 (TEOM FDMS),29.44738,V ugm-3
2018-01-09 08:00:00,8,1,27.9,V ugm-3 (TEOM FDMS),23.2,V ugm-3 (TEOM FDMS),32.96744,V ugm-3
2018-01-09 09:00:00,9,1,36.8,V ugm-3 (TEOM FDMS),28.9,V ugm-3 (TEOM FDMS),32.41769,V ugm-3
2018-01-09 10:00:00,10,1,32.6,V ugm-3 (TEOM FDMS),28.6,V ugm-3 (TEOM FDMS),28.16202,V ugm-3
2018-01-09 11:00:00,11,1,37.7,V ugm-3 (TEOM FDMS),27.4,V ugm-3 (TEOM FDMS),25.07115,V ugm-3
2018-01-09 12:00:00,12,1,35,V ugm-3 (TEOM FDMS),26.9,V ugm-3 (TEOM FDMS),26.55516,V ugm-3
2018-01-09 13:00:00,13,1,36.6,V ugm-3 (TEOM FDMS),27.9,V ugm-3 (TEOM FDMS),29.46918,V ugm-3
2018-01-09 14:00:00,14,1,38.9,V ugm-3 (TEOM FDMS),29.3,V ugm-3 (TEOM FDMS),29.62434,V ugm-3
2018-01-09 15:00:00,15,1,37,V ugm-3 (TEOM FDMS),29.8,V ugm-3 (TEOM FDMS),27.1612,V ugm-3
2018-01-09 16:00:00,16,1,33.2,V ugm-3 (TEOM FDMS),28.5,V ugm-3 (TEOM FDMS),25.18562,V ugm-3
2018-01-09 17:00:00,17,1,35.1,V ugm-3 (TEOM FDMS),27.6,V ugm-3 (TEOM FDMS),27.49899,V ugm-3
2018-01-09 18:00:00,18,1,33.2,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),24.418,V ugm-3
2018-01-09 19:00:00,19,1,33.7,V ugm-3 (TEOM FDMS),26.9,V ugm-3 (TEOM FDMS),30.60214,V ugm-3
2018-01-09 20:00:00,20,1,31.5,V ugm-3 (TEOM FDMS),23.2,V ugm-3 (TEOM FDMS),26.90489,V ugm-3
2018-01-09 21:00:00,21,1,28.2,V ugm-3 (TEOM FDMS),21.3,V ugm-3 (TEOM FDMS),15.41531,V ugm-3
2018-01-09 22:00:00,22,1,31.8,V ugm-3 (TEOM FDMS),23.1,V ugm-3 (TEOM FDMS),11.7689,V ugm-3
2018-01-09 23:00:00,23,1,35,V ugm-3 (TEOM FDMS),20.3,V ugm-3 (TEOM FDMS),15.96811,V ugm-3
2018-01-10 00:00:00,0,2,29.7,V ugm-3 (TEOM FDMS),18.5,V ugm-3 (TEOM FDMS),16.79661,V ugm-3
2018-01-10 01:00:00,1,2,23.8,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),13.33924,V ugm-3
2018-01-10 02:00:00,2,2,16.7,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS),7.88468,V ugm-3
2018-01-10 03:00:00,3,2,14.8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8.12481,V ugm-3
2018-01-10 04:00:00,4,2,18.4,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),8.78762,V ugm-3
2018-01-10 05:00:00,5,2,12.4,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),6.07896,V ugm-3
2018-01-10 06:00:00,6,2,12.1,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),5.91366,V ugm-3
2018-01-10 07:00:00,7,2,10.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),10.44674,V ugm-3
2018-01-10 08:00:00,8,2,9.2,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),13.09981,V ugm-3
2018-01-10 09:00:00,9,2,10.3,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),19.01347,V ugm-3
2018-01-10 10:00:00,10,2,11.6,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),18.67943,V ugm-3
2018-01-10 11:00:00,11,2,15.1,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),14.42274,V ugm-3
2018-01-10 12:00:00,12,2,14.2,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),10.33259,V ugm-3
2018-01-10 13:00:00,13,2,16.8,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),18.95207,V ugm-3
2018-01-10 14:00:00,14,2,13.5,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS),19.67054,V ugm-3
2018-01-10 15:00:00,15,2,17.8,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS),26.69008,V ugm-3
2018-01-10 16:00:00,16,2,15.6,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),25.47869,V ugm-3
2018-01-10 17:00:00,17,2,10.3,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),25.03922,V ugm-3
2018-01-10 18:00:00,18,2,19.7,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS),32.33592,V ugm-3
2018-01-10 19:00:00,19,2,20,V ugm-3 (TEOM FDMS),15.3,V ugm-3 (TEOM FDMS),36.42638,V ugm-3
2018-01-10 20:00:00,20,2,23.7,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),54.6596,V ugm-3
2018-01-10 21:00:00,21,2,27.5,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS),53.16012,V ugm-3
2018-01-10 22:00:00,22,2,27.7,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),46.26536,V ugm-3
2018-01-10 23:00:00,23,2,26.5,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),56.25404,V ugm-3
2018-01-11 00:00:00,0,3,28.1,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),54.87322,V ugm-3
2018-01-11 01:00:00,1,3,25.8,V ugm-3 (TEOM FDMS),20.5,V ugm-3 (TEOM FDMS),53.35808,V ugm-3
2018-01-11 02:00:00,2,3,30.6,V ugm-3 (TEOM FDMS),20.7,V ugm-3 (TEOM FDMS),50.05984,V ugm-3
2018-01-11 03:00:00,3,3,34,V ugm-3 (TEOM FDMS),22.9,V ugm-3 (TEOM FDMS),55.15453,V ugm-3
2018-01-11 04:00:00,4,3,32.6,V ugm-3 (TEOM FDMS),24.3,V ugm-3 (TEOM FDMS),54.6711,V ugm-3
2018-01-11 05:00:00,5,3,37.4,V ugm-3 (TEOM FDMS),29.1,V ugm-3 (TEOM FDMS),53.46089,V ugm-3
2018-01-11 06:00:00,6,3,32.7,V ugm-3 (TEOM FDMS),22.3,V ugm-3 (TEOM FDMS),47.51443,V ugm-3
2018-01-11 07:00:00,7,3,30.7,V ugm-3 (TEOM FDMS),19.5,V ugm-3 (TEOM FDMS),44.28031,V ugm-3
2018-01-11 08:00:00,8,3,28.2,V ugm-3 (TEOM FDMS),18.5,V ugm-3 (TEOM FDMS),38.10643,V ugm-3
2018-01-11 09:00:00,9,3,24.2,V ugm-3 (TEOM FDMS),21.3,V ugm-3 (TEOM FDMS),35.91343,V ugm-3
2018-01-11 10:00:00,10,3,19.6,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),35.21059,V ugm-3
2018-01-11 11:00:00,11,3,22.6,V ugm-3 (TEOM FDMS),17.4,V ugm-3 (TEOM FDMS),32.06677,V ugm-3
2018-01-11 12:00:00,12,3,24.8,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),26.43796,V ugm-3
2018-01-11 13:00:00,13,3,16.2,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),21.91765,V ugm-3
2018-01-11 14:00:00,14,3,14.8,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),19.3895,V ugm-3
2018-01-11 15:00:00,15,3,15.6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),20.55167,V ugm-3
2018-01-11 16:00:00,16,3,17.2,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS),22.98529,V ugm-3
2018-01-11 17:00:00,17,3,22.6,V ugm-3 (TEOM FDMS),17.3,V ugm-3 (TEOM FDMS),25.02998,V ugm-3
2018-01-11 18:00:00,18,3,24.4,V ugm-3 (TEOM FDMS),17.3,V ugm-3 (TEOM FDMS),25.95852,V ugm-3
2018-01-11 19:00:00,19,3,23.6,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS),27.78956,V ugm-3
2018-01-11 20:00:00,20,3,20.8,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS),26.40408,V ugm-3
2018-01-11 21:00:00,21,3,15.9,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),26.90331,V ugm-3
2018-01-11 22:00:00,22,3,21.8,V ugm-3 (TEOM FDMS),13.3,V ugm-3 (TEOM FDMS),27.24918,V ugm-3
2018-01-11 23:00:00,23,3,25.5,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS),26.14297,V ugm-3
2018-01-12 00:00:00,0,4,22.4,V ugm-3 (TEOM FDMS),17.6,V ugm-3 (TEOM FDMS),24.86637,V ugm-3
2018-01-12 01:00:00,1,4,24.4,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS),26.24119,V ugm-3
2018-01-12 02:00:00,2,4,23,V ugm-3 (TEOM FDMS),18.2,V ugm-3 (TEOM FDMS),26.32031,V ugm-3
2018-01-12 03:00:00,3,4,24.8,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS),27.69409,V ugm-3
2018-01-12 04:00:00,4,4,19.8,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),24.98763,V ugm-3
2018-01-12 05:00:00,5,4,18.2,V ugm-3 (TEOM FDMS),10.5,V ugm-3 (TEOM FDMS),26.36772,V ugm-3
2018-01-12 06:00:00,6,4,17.6,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),25.64875,V ugm-3
2018-01-12 07:00:00,7,4,21.3,V ugm-3 (TEOM FDMS),16.1,V ugm-3 (TEOM FDMS),26.81478,V ugm-3
2018-01-12 08:00:00,8,4,18.2,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS),30.35566,V ugm-3
2018-01-12 09:00:00,9,4,21.9,V ugm-3 (TEOM FDMS),17.7,V ugm-3 (TEOM FDMS),30.40284,V ugm-3
2018-01-12 10:00:00,10,4,18.1,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),33.81047,V ugm-3
2018-01-12 11:00:00,11,4,27.2,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),32.87629,V ugm-3
2018-01-12 12:00:00,12,4,22.6,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),26.64686,V ugm-3
2018-01-12 13:00:00,13,4,23.2,V ugm-3 (TEOM FDMS),16.5,V ugm-3 (TEOM FDMS),21.3982,V ugm-3
2018-01-12 14:00:00,14,4,23.6,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),28.13541,V ugm-3
2018-01-12 15:00:00,15,4,21.7,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),27.20341,V ugm-3
2018-01-12 16:00:00,16,4,23.8,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS),32.0717,V ugm-3
2018-01-12 17:00:00,17,4,25.7,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),31.52639,V ugm-3
2018-01-12 18:00:00,18,4,27.2,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),36.28265,V ugm-3
2018-01-12 19:00:00,19,4,28.9,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),52.13813,V ugm-3
2018-01-12 20:00:00,20,4,31.4,V ugm-3 (TEOM FDMS),22.2,V ugm-3 (TEOM FDMS),52.72086,V ugm-3
2018-01-12 21:00:00,21,4,34.4,V ugm-3 (TEOM FDMS),25.6,V ugm-3 (TEOM FDMS),45.61648,V ugm-3
2018-01-12 22:00:00,22,4,35.6,V ugm-3 (TEOM FDMS),28.9,V ugm-3 (TEOM FDMS),44.07673,V ugm-3
2018-01-12 23:00:00,23,4,31.6,V ugm-3 (TEOM FDMS),20.5,V ugm-3 (TEOM FDMS),38.54985,V ugm-3
2018-01-13 00:00:00,0,5,29.5,V ugm-3 (TEOM FDMS),21.2,V ugm-3 (TEOM FDMS),27.71165,V ugm-3
2018-01-13 01:00:00,1,5,31.6,V ugm-3 (TEOM FDMS),21.3,V ugm-3 (TEOM FDMS),21.54383,V ugm-3
2018-01-13 02:00:00,2,5,30.1,V ugm-3 (TEOM FDMS),21.4,V ugm-3 (TEOM FDMS),11.21369,V ugm-3
2018-01-13 03:00:00,3,5,20.1,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),6.75006,V ugm-3
2018-01-13 04:00:00,4,5,17.4,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),7.13774,V ugm-3
2018-01-13 05:00:00,5,5,17.6,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),7.96805,V ugm-3
2018-01-13 06:00:00,6,5,20.2,V ugm-3 (TEOM FDMS),16.5,V ugm-3 (TEOM FDMS),11.84151,V ugm-3
2018-01-13 07:00:00,7,5,22.8,V ugm-3 (TEOM FDMS),20.5,V ugm-3 (TEOM FDMS),13.00335,V ugm-3
2018-01-13 08:00:00,8,5,25.9,V ugm-3 (TEOM FDMS),24.3,V ugm-3 (TEOM FDMS),19.64312,V ugm-3
2018-01-13 09:00:00,9,5,26.8,V ugm-3 (TEOM FDMS),22.9,V ugm-3 (TEOM FDMS),18.4242,V ugm-3
2018-01-13 10:00:00,10,5,31.4,V ugm-3 (TEOM FDMS),24.8,V ugm-3 (TEOM FDMS),22.17975,V ugm-3
2018-01-13 11:00:00,11,5,30.2,V ugm-3 (TEOM FDMS),22.9,V ugm-3 (TEOM FDMS),16.92574,V ugm-3
2018-01-13 12:00:00,12,5,27,V ugm-3 (TEOM FDMS),22.6,V ugm-3 (TEOM FDMS),10.34359,V ugm-3
2018-01-13 13:00:00,13,5,28.4,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS),11.56024,V ugm-3
2018-01-13 14:00:00,14,5,28.5,V ugm-3 (TEOM FDMS),22.2,V ugm-3 (TEOM FDMS),11.726,V ugm-3
2018-01-13 15:00:00,15,5,25.7,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),14.38189,V ugm-3
2018-01-13 16:00:00,16,5,30.7,V ugm-3 (TEOM FDMS),22.8,V ugm-3 (TEOM FDMS),21.57765,V ugm-3
2018-01-13 17:00:00,17,5,28.2,V ugm-3 (TEOM FDMS),24.2,V ugm-3 (TEOM FDMS),20.41755,V ugm-3
2018-01-13 18:00:00,18,5,30.6,V ugm-3 (TEOM FDMS),26.3,V ugm-3 (TEOM FDMS),24.51213,V ugm-3
2018-01-13 19:00:00,19,5,34,V ugm-3 (TEOM FDMS),26.5,V ugm-3 (TEOM FDMS),24.84246,V ugm-3
2018-01-13 20:00:00,20,5,29.5,V ugm-3 (TEOM FDMS),24.3,V ugm-3 (TEOM FDMS),19.976,V ugm-3
2018-01-13 21:00:00,21,5,27.3,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),17.5959,V ugm-3
2018-01-13 22:00:00,22,5,27.1,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),17.76247,V ugm-3
2018-01-13 23:00:00,23,5,28.9,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),17.54056,V ugm-3
2018-01-14 00:00:00,0,6,28.5,V ugm-3 (TEOM FDMS),24.7,V ugm-3 (TEOM FDMS),9.62772,V ugm-3
2018-01-14 01:00:00,1,6,27.9,V ugm-3 (TEOM FDMS),23.9,V ugm-3 (TEOM FDMS),9.96441,V ugm-3
2018-01-14 02:00:00,2,6,26.3,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),11.88277,V ugm-3
2018-01-14 03:00:00,3,6,26.5,V ugm-3 (TEOM FDMS),20.4,V ugm-3 (TEOM FDMS),9.52081,V ugm-3
2018-01-14 04:00:00,4,6,26.6,V ugm-3 (TEOM FDMS),21.8,V ugm-3 (TEOM FDMS),7.08467,V ugm-3
2018-01-14 05:00:00,5,6,20.3,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS),4.59362,V ugm-3
2018-01-14 06:00:00,6,6,20.7,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS),6.19925,V ugm-3
2018-01-14 07:00:00,7,6,16.8,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),6.08821,V ugm-3
2018-01-14 08:00:00,8,6,19.4,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS),8.24722,V ugm-3
2018-01-14 09:00:00,9,6,17.6,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),7.85934,V ugm-3
2018-01-14 10:00:00,10,6,24.2,V ugm-3 (TEOM FDMS),17.9,V ugm-3 (TEOM FDMS),13.06153,V ugm-3
2018-01-14 11:00:00,11,6,27.3,V ugm-3 (TEOM FDMS),19.2,V ugm-3 (TEOM FDMS),17.43001,V ugm-3
2018-01-14 12:00:00,12,6,29.3,V ugm-3 (TEOM FDMS),19.5,V ugm-3 (TEOM FDMS),12.66479,V ugm-3
2018-01-14 13:00:00,13,6,26,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS),8.12929,V ugm-3
2018-01-14 14:00:00,14,6,29.3,V ugm-3 (TEOM FDMS),19.9,V ugm-3 (TEOM FDMS),9.78892,V ugm-3
2018-01-14 15:00:00,15,6,30.5,V ugm-3 (TEOM FDMS),21.6,V ugm-3 (TEOM FDMS),12.88931,V ugm-3
2018-01-14 16:00:00,16,6,26.1,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),11.73043,V ugm-3
2018-01-14 17:00:00,17,6,29.3,V ugm-3 (TEOM FDMS),23.5,V ugm-3 (TEOM FDMS),14.99815,V ugm-3
2018-01-14 18:00:00,18,6,34.7,V ugm-3 (TEOM FDMS),27.7,V ugm-3 (TEOM FDMS),21.25415,V ugm-3
2018-01-14 19:00:00,19,6,36.6,V ugm-3 (TEOM FDMS),29.3,V ugm-3 (TEOM FDMS),20.64771,V ugm-3
2018-01-14 20:00:00,20,6,42.3,V ugm-3 (TEOM FDMS),36.7,V ugm-3 (TEOM FDMS),26.84804,V ugm-3
2018-01-14 21:00:00,21,6,41.7,V ugm-3 (TEOM FDMS),35.9,V ugm-3 (TEOM FDMS),27.12564,V ugm-3
2018-01-14 22:00:00,22,6,32.1,V ugm-3 (TEOM FDMS),27.3,V ugm-3 (TEOM FDMS),18.15773,V ugm-3
2018-01-14 23:00:00,23,6,28.5,V ugm-3 (TEOM FDMS),21.1,V ugm-3 (TEOM FDMS),10.90559,V ugm-3
2018-01-15 00:00:00,0,0,28.9,V ugm-3 (TEOM FDMS),21.7,V ugm-3 (TEOM FDMS),13.06414,V ugm-3
2018-01-15 01:00:00,1,0,29.3,V ugm-3 (TEOM FDMS),22.5,V ugm-3 (TEOM FDMS),13.73393,V ugm-3
2018-01-15 02:00:00,2,0,29,V ugm-3 (TEOM FDMS),19.5,V ugm-3 (TEOM FDMS),10.9271,V ugm-3
2018-01-15 03:00:00,3,0,29.4,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS),10.07821,V ugm-3
2018-01-15 04:00:00,4,0,22.2,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),6.97694,V ugm-3
2018-01-15 05:00:00,5,0,22.3,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS),4.65129,V ugm-3
2018-01-15 06:00:00,6,0,19.4,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS),4.20767,V ugm-3
2018-01-15 07:00:00,7,0,15.3,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),4.59556,V ugm-3
2018-01-15 08:00:00,8,0,11.4,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),4.65112,V ugm-3
2018-01-15 09:00:00,9,0,9.9,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6.31296,V ugm-3
2018-01-15 10:00:00,10,0,4.6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17.54556,V ugm-3
2018-01-15 11:00:00,11,0,3.6,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),25.40907,V ugm-3
2018-01-15 12:00:00,12,0,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17.49568,V ugm-3
2018-01-15 13:00:00,13,0,No data,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),19.65206,V ugm-3
2018-01-15 14:00:00,14,0,4.4,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),10.29804,V ugm-3
2018-01-15 15:00:00,15,0,3.7,V ugm-3 (TEOM FDMS),-1.4,V ugm-3 (TEOM FDMS),8.13856,V ugm-3
2018-01-15 16:00:00,16,0,7,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),10.40951,V ugm-3
2018-01-15 17:00:00,17,0,3.9,V ugm-3 (TEOM FDMS),-2.3,V ugm-3 (TEOM FDMS),14.34367,V ugm-3
2018-01-15 18:00:00,18,0,5.9,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),16.83669,V ugm-3
2018-01-15 19:00:00,19,0,5.1,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),13.34701,V ugm-3
2018-01-15 20:00:00,20,0,9.9,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),18.77427,V ugm-3
2018-01-15 21:00:00,21,0,9,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),13.62276,V ugm-3
2018-01-15 22:00:00,22,0,7.6,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),6.47896,V ugm-3
2018-01-15 23:00:00,23,0,10.7,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),5.37135,V ugm-3
2018-01-16 00:00:00,0,1,8.6,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),5.03919,V ugm-3
2018-01-16 01:00:00,1,1,10.4,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),3.61866,V ugm-3
2018-01-16 02:00:00,2,1,8.6,V ugm-3 (TEOM FDMS),-0.6,V ugm-3 (TEOM FDMS),1.25369,V ugm-3
2018-01-16 03:00:00,3,1,8.4,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),1.38394,V ugm-3
2018-01-16 04:00:00,4,1,3.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS),1.43916,V ugm-3
2018-01-16 05:00:00,5,1,4.3,V ugm-3 (TEOM FDMS),-2.2,V ugm-3 (TEOM FDMS),1.38394,V ugm-3
2018-01-16 06:00:00,6,1,9.1,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),2.60298,V ugm-3
2018-01-16 07:00:00,7,1,7,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),5.98267,V ugm-3
2018-01-16 08:00:00,8,1,5.1,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),10.58102,V ugm-3
2018-01-16 09:00:00,9,1,7.2,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),13.51704,V ugm-3
2018-01-16 10:00:00,10,1,10.4,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),12.07348,V ugm-3
2018-01-16 11:00:00,11,1,12.8,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),8.80385,V ugm-3
2018-01-16 12:00:00,12,1,8.3,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),7.36278,V ugm-3
2018-01-16 13:00:00,13,1,10,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),8.19509,V ugm-3
2018-01-16 14:00:00,14,1,8.1,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),8.91486,V ugm-3
2018-01-16 15:00:00,15,1,13,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),7.0884,V ugm-3
2018-01-16 16:00:00,16,1,13.7,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),8.36381,V ugm-3
2018-01-16 17:00:00,17,1,16.5,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),9.75081,V ugm-3
2018-01-16 18:00:00,18,1,12.1,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),12.13291,V ugm-3
2018-01-16 19:00:00,19,1,5.2,V ugm-3 (TEOM FDMS),-0.9,V ugm-3 (TEOM FDMS),7.47915,V ugm-3
2018-01-16 20:00:00,20,1,5.9,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),8.86423,V ugm-3
2018-01-16 21:00:00,21,1,6.7,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),6.37035,V ugm-3
2018-01-16 22:00:00,22,1,8.3,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),5.42913,V ugm-3
2018-01-16 23:00:00,23,1,7.7,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),5.81758,V ugm-3
2018-01-17 00:00:00,0,2,8.1,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),5.76179,V ugm-3
2018-01-17 01:00:00,1,2,3.9,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),4.50715,V ugm-3
2018-01-17 02:00:00,2,2,7.6,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),3.02838,V ugm-3
2018-01-17 03:00:00,3,2,6.4,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),2.71433,V ugm-3
2018-01-17 04:00:00,4,2,5.9,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),3.21302,V ugm-3
2018-01-17 05:00:00,5,2,6.5,V ugm-3 (TEOM FDMS),-0.1,V ugm-3 (TEOM FDMS),2.88063,V ugm-3
